,jur_stn,year,상반기,파출소수,경찰관수,5대범죄발생건,5대범죄검거건,5대범죄검거율,전체인구,전체성비,0대 비율,10대 비율,20대 비율,30대 비율,40대 비율,50대 비율,60대 비율,외국인수,외국인비율,계,초등학교,중학교,고등학교,"대학교(2,3년제)",대학교(4년제 이상),대학원(석박사 과정),받지 않았음(미취학 포함),1인당 담당인구수,기초생활자수,지방세징수액,1인가구비율,절폭신고비율,강살신고비율,교통신고비율,질서신고비율
113,서울노원경찰서,2019,1,8,415,2074,917,0.44214079074252655,522480,93.6,0.06724085132445261,0.10728066146072576,0.1459519981626091,0.12568519369162456,0.1670016077170418,0.16631641402541725,0.2204275761751646,6279,0.012017684887459808,531568,0.11515177738313817,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1258,0.2981568672485071,346657,0.26489392300000003,0.10089996896658736,0.0031654080893762284,0.11463742629564498,0.2625633598841419
114,서울도봉경찰서,2017,0,8,273,1013,533,0.5261599210266535,332586,94.9,0.06945271298250677,0.09113432315250793,0.13507483778631693,0.13719759701250206,0.16103504056093762,0.17473976655661996,0.23127852645631505,2629,0.007904722387592983,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1218,0.18716061409680504,236747,0.23392922300000002,0.09843846468947959,0.00233168651914184,0.0882506410075905,0.28012430177386705
115,서울도봉경찰서,2017,1,8,273,1030,535,0.5194174757281553,332586,94.9,0.06945271298250677,0.09113432315250793,0.13507483778631693,0.13719759701250206,0.16103504056093762,0.17473976655661996,0.23127852645631505,2629,0.007904722387592983,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1218,0.062359810695579485,236747,0.23392922300000002,0.09669713783910083,0.0020205300252200686,0.08948226303462548,0.2899092669322272
116,서울도봉경찰서,2018,0,8,273,1102,502,0.455535390199637,328243,94.6,0.06636851357073875,0.0863567539901841,0.13521385071425746,0.13431817281708974,0.1556103252773098,0.17579049667471966,0.2462443982049884,2951,0.008990290729733764,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1202,0.1956660157261541,237093,0.24427094100000002,0.0992,0.0024,0.08575384615384615,0.28024615384615387
117,서울도봉경찰서,2018,1,8,273,1085,510,0.4700460829493088,328243,94.6,0.06636851357073875,0.0863567539901841,0.13521385071425746,0.13431817281708974,0.1556103252773098,0.17579049667471966,0.2462443982049884,2951,0.008990290729733764,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1202,0.18917387423341853,237093,0.24427094100000002,0.10111989459815547,0.00230566534914361,0.0813570487483531,0.30401844532279315
118,서울도봉경찰서,2019,0,8,273,901,467,0.5183129855715871,323543,94.2,0.06262536973447115,0.08322850440281508,0.13583974927598494,0.13024234800320206,0.15160890515325628,0.1758158884599574,0.2605434208126895,3320,0.010261387203555631,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1185,0.21786284976031006,252935,0.257452831,0.10462457702039447,0.0030485016614334053,0.09233911532481785,0.28308386428070603
119,서울도봉경찰서,2019,1,8,273,997,416,0.4172517552657974,323543,94.2,0.06262536973447115,0.08322850440281508,0.13583974927598494,0.13024234800320206,0.15160890515325628,0.1758158884599574,0.2605434208126895,3320,0.010261387203555631,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1185,0.20995354558744894,252935,0.257452831,0.10524899963011533,0.0029927031843706917,0.0982548169070917,0.27267224856249367
120,서울동대문경찰서,2017,0,11,429,2030,1115,0.5492610837438424,357380,97.5,0.06555487156528066,0.0831076165426157,0.18380715205103806,0.14946835301359898,0.1501818792321898,0.1525043371201522,0.2153058369242823,17942,0.05020426436845935,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,833,0.1876378084951592,391801,0.371866698,0.09434237924688205,0.001962188256470654,0.09203750520825338,0.27431478866947145
121,서울동대문경찰서,2017,1,11,429,1959,1027,0.5242470648289944,357380,97.5,0.06555487156528066,0.0831076165426157,0.18380715205103806,0.14946835301359898,0.1501818792321898,0.1525043371201522,0.2153058369242823,17942,0.05020426436845935,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,833,0.062353797078739726,391801,0.371866698,0.09098123528178803,0.0017470038819737965,0.09182309206798323,0.28403696498298814
122,서울동대문경찰서,2018,0,11,429,1955,1047,0.5355498721227622,358141,97.0,0.06346662348069615,0.07838253648702606,0.1882107884883328,0.14981808840652144,0.14680251632736827,0.1512504851441192,0.2219991567566964,19848,0.05541951354354849,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,834,0.19321440438263146,432907,0.378250575,0.0941424305640774,0.0017793594306049821,0.09103366466233076,0.2617703603714157
123,서울동대문경찰서,2018,1,11,429,1789,947,0.529346003353829,358141,97.0,0.06346662348069615,0.07838253648702606,0.1882107884883328,0.14981808840652144,0.14680251632736827,0.1512504851441192,0.2219991567566964,19848,0.05541951354354849,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,834,0.18520917739102755,432907,0.378250575,0.0836054104477612,0.0011660447761194029,0.08372201492537314,0.28253264925373134
124,서울동대문경찰서,2019,0,11,429,1465,957,0.6532423208191126,355094,96.3,0.06163438413490512,0.07342562814353383,0.19268137450928485,0.14766512529076808,0.14390274124597993,0.1503798994069176,0.2302376272198348,21049,0.05927726179546825,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,827,0.2174213025283446,436483,0.39199455299999997,0.09473040620581605,0.0015094195422064275,0.09732890060758913,0.26886774427758037
125,서울동대문경찰서,2019,1,11,429,1775,910,0.5126760563380282,355094,96.3,0.06163438413490512,0.07342562814353383,0.19268137450928485,0.14766512529076808,0.14390274124597993,0.1503798994069176,0.2302376272198348,21049,0.05927726179546825,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,827,0.21237193531853535,436483,0.39199455299999997,0.09675659799437754,0.002097931439600554,0.09126001762262409,0.26918558301514706
126,서울동작경찰서,2017,0,7,353,1746,775,0.4438717067583047,400236,95.3,0.07204499345386223,0.07903087178564648,0.1740922855515246,0.16869546967289298,0.15308717856464685,0.15009644309857184,0.20288779620024186,16009,0.03999890064861732,373421,0.09556238133366897,0.07613122989869342,0.24536113394801046,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1133,0.11304330445037428,425564,0.33958716,0.08877379617524639,0.0031594084324524374,0.11759444911805872,0.26637843063963373
127,서울동작경찰서,2017,1,7,353,1670,647,0.3874251497005988,400236,95.3,0.07204499345386223,0.07903087178564648,0.1740922855515246,0.16869546967289298,0.15308717856464685,0.15009644309857184,0.20288779620024186,16009,0.03999890064861732,373421,0.09556238133366897,0.07613122989869342,0.24536113394801046,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1133,0.03690322709601336,425564,0.33958716,0.08598492770897792,0.003117303276326311,0.11590209450889688,0.2711585216529784
128,서울동작경찰서,2018,0,7,353,1554,671,0.4317889317889318,397980,94.8,0.0682672496105332,0.07647369214533394,0.17805919895472133,0.16457108397406905,0.1507739082365948,0.15050253781597064,0.2112895120357807,17321,0.0435222875521383,373421,0.09556238133366897,0.07613122989869342,0.24536113394801046,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1127,0.12158651188501934,430456,0.35215951,0.0894133412745682,0.003250943021639865,0.10750446694460988,0.2653861425451658
129,서울동작경찰서,2018,1,7,353,1487,635,0.4270342972427707,397980,94.8,0.0682672496105332,0.07647369214533394,0.17805919895472133,0.16457108397406905,0.1507739082365948,0.15050253781597064,0.2112895120357807,17321,0.0435222875521383,373421,0.09556238133366897,0.07613122989869342,0.24536113394801046,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1127,0.11384742951907133,430456,0.35215951,0.09074384787472035,0.003215883668903803,0.10318791946308725,0.28859060402684567
130,서울동작경찰서,2019,0,7,353,1360,739,0.5433823529411764,400368,94.1,0.06504266075210806,0.07445650001998162,0.1821798944970627,0.16073462414578588,0.14786146744994605,0.15038664428725573,0.21924579386963994,17972,0.044888702393797705,373421,0.09556238133366897,0.07613122989869342,0.24536113394801046,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1134,0.1506214282859769,472049,0.36425137799999996,0.09224527645763302,0.0027355975425988176,0.11403732467833545,0.2691781615857193
131,서울동작경찰서,2019,1,7,353,1693,688,0.4063792085056113,400368,94.1,0.06504266075210806,0.07445650001998162,0.1821798944970627,0.16073462414578588,0.14786146744994605,0.15038664428725573,0.21924579386963994,17972,0.044888702393797705,373421,0.09556238133366897,0.07613122989869342,0.24536113394801046,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1134,0.14319575990089115,472049,0.36425137799999996,0.0902109332433905,0.0032690760968269207,0.11358742184054173,0.26725994343979453
132,서울마포경찰서,2017,0,8,458,2616,1088,0.4159021406727829,368841,90.6,0.07686509905352171,0.08252065253049418,0.1675871174842276,0.18288910397705244,0.16909454209266322,0.13956962485190094,0.1813952353453114,11960,0.032425896253399165,350468,0.10654895739411302,0.07640355182213497,0.24376547930196196,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,805,0.11687420866986045,673148,0.35443087700000003,0.09363975705514349,0.0016886079660025644,0.12492293318891257,0.2579391826866413
133,서울마포경찰서,2017,1,8,458,2641,1039,0.3934115865202575,368841,90.6,0.07686509905352171,0.08252065253049418,0.1675871174842276,0.18288910397705244,0.16909454209266322,0.13956962485190094,0.1813952353453114,11960,0.032425896253399165,350468,0.10654895739411302,0.07640355182213497,0.24376547930196196,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,805,0.038737559002388566,673148,0.35443087700000003,0.09214574805355369,0.00149211138989358,0.12528237091092365,0.26480933358379843
134,서울마포경찰서,2018,0,8,458,2701,1028,0.38059977786005184,368181,89.8,0.07337423712793435,0.07991178252001054,0.17237988923926004,0.18055793210404664,0.16624432004910628,0.14108549870851564,0.18634856225606428,12776,0.034700324025411414,350468,0.10654895739411302,0.07640355182213497,0.24376547930196196,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,803,0.12170101118743225,732578,0.36683232200000004,0.0931061745236951,0.001953276388608988,0.12372300680546297,0.26958314601516115
135,서울마포경찰서,2018,1,8,458,2532,1129,0.4458925750394945,368181,89.8,0.07337423712793435,0.07991178252001054,0.17237988923926004,0.18055793210404664,0.16624432004910628,0.14108549870851564,0.18634856225606428,12776,0.034700324025411414,350468,0.10654895739411302,0.07640355182213497,0.24376547930196196,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,803,0.11699408714735415,732578,0.36683232200000004,0.09353437260414005,0.00212965329244399,0.1143197887383934,0.2784734645199761
136,서울마포경찰서,2019,0,8,458,1714,988,0.5764294049008168,369327,89.0,0.07079634037045762,0.07826939270619261,0.17808608631375447,0.17694346744213124,0.16295586296154901,0.14138148578360096,0.19147801270960424,14307,0.03873802890121762,350468,0.10654895739411302,0.07640355182213497,0.24376547930196196,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,806,0.13773431132844335,793808,0.377652421,0.0909739883103556,0.00212674192061155,0.13364267761269502,0.26605095257216793
137,서울마포경찰서,2019,1,8,458,2339,976,0.417272338606242,369327,89.0,0.07079634037045762,0.07826939270619261,0.17808608631375447,0.17694346744213124,0.16295586296154901,0.14138148578360096,0.19147801270960424,14307,0.03873802890121762,350468,0.10654895739411302,0.07640355182213497,0.24376547930196196,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,806,0.1326412637039805,793808,0.377652421,0.0932509279122825,0.0016515136037048388,0.13021418599107842,0.26076889025096195
138,서울방배경찰서,2017,0,4,141,512,217,0.423828125,207275,91.6,0.0902496683150404,0.1049885417923049,0.12963936798938608,0.16366421420817753,0.18475214087564829,0.14554818477867568,0.1810758653962128,3269,0.0157713182969485,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,1470,0.0678132915209263,840309,0.1276484925,0.06707335741930365,0.0018292990592954084,0.17057982668916338,0.2235431064682416
139,서울방배경찰서,2017,1,4,141,481,231,0.4802494802494803,207275,91.6,0.0902496683150404,0.1049885417923049,0.12963936798938608,0.16366421420817753,0.18475214087564829,0.14554818477867568,0.1810758653962128,3269,0.0157713182969485,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,1470,0.02255457725244241,840309,0.1276484925,0.06563435142129492,0.0016433653455578678,0.17237447160465535,0.23014200723173417
140,서울방배경찰서,2018,0,4,141,460,191,0.4152173913043478,204745,91.9,0.08677846399554569,0.10425137548810597,0.12963654878861808,0.15974954272499273,0.18360843095452647,0.14677734064973344,0.18912747777118424,3571,0.017441207355490974,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,1452,0.07198710591223229,937801,0.1323431005,0.06031596875550596,0.001526986550772303,0.20755271040112763,0.21460034063546132
141,서울방배경찰서,2018,1,4,141,418,184,0.44019138755980863,204745,91.9,0.08677846399554569,0.10425137548810597,0.12963654878861808,0.15974954272499273,0.18360843095452647,0.14677734064973344,0.18912747777118424,3571,0.017441207355490974,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,1452,0.06881730933600333,937801,0.1323431005,0.06475300400534045,0.0003337783711615487,0.1431909212283044,0.23798397863818424
142,서울방배경찰서,2019,0,4,141,342,239,0.6988304093567251,202480,92.1,0.0844206835242987,0.10297313314895297,0.12920041485578826,0.15623271434215724,0.18194883445278545,0.14866406558672465,0.19647372580007905,3967,0.019592058474911103,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,1436,0.08545535361517187,1005486,0.137301531,0.055415462205547696,0.0009225659634663878,0.1748570022756627,0.2333476843594317
143,서울방배경찰서,2019,1,4,141,491,218,0.4439918533604888,202480,92.1,0.0844206835242987,0.10297313314895297,0.12920041485578826,0.15623271434215724,0.18194883445278545,0.14866406558672465,0.19647372580007905,3967,0.019592058474911103,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,1436,0.08266495456341368,1005486,0.137301531,0.060018272541991706,0.0010541851149061775,0.1768922622812566,0.24014336917562723
144,서울서대문경찰서,2017,0,8,322,1639,743,0.4533251982916413,321345,88.8,0.0661905428744807,0.0890787160217212,0.1924006908462867,0.14409746534098866,0.1540773934556318,0.14912010456051908,0.20495728889511272,13152,0.04092797460673108,284679,0.10777401915842054,0.09200186877149352,0.2691698369040217,0.10809016471183333,0.32820826263967484,0.07284696096304961,0.021908886851506437,997,0.13294123138682726,356038,0.342759252,0.08082414805289773,0.0023202100097705625,0.11049243945555531,0.24538718390158465
145,서울서대문경찰서,2017,1,8,322,1503,677,0.4504324683965403,321345,88.8,0.0661905428744807,0.0890787160217212,0.1924006908462867,0.14409746534098866,0.1540773934556318,0.14912010456051908,0.20495728889511272,13152,0.04092797460673108,284679,0.10777401915842054,0.09200186877149352,0.2691698369040217,0.10809016471183333,0.32820826263967484,0.07284696096304961,0.021908886851506437,997,0.044220386189298105,356038,0.342759252,0.07766855368026881,0.002233531896081331,0.10991524922971507,0.25161065313113795
146,서울서대문경찰서,2018,0,8,322,1458,642,0.4403292181069959,318874,88.2,0.06448001404943646,0.08498341037525795,0.19620602495029385,0.1427773979691038,0.14946028838977152,0.14953868926284364,0.2124789101651436,14366,0.04505227770216449,284679,0.10777401915842054,0.09200186877149352,0.2691698369040217,0.10809016471183333,0.32820826263967484,0.07284696096304961,0.021908886851506437,990,0.14214391891468106,360420,0.352170256,0.06525461919783686,0.0032221721496169444,0.09456962595763857,0.21149166291122126
147,서울서대문경찰서,2018,1,8,322,1352,601,0.4445266272189349,318874,88.2,0.06448001404943646,0.08498341037525795,0.19620602495029385,0.1427773979691038,0.14946028838977152,0.14953868926284364,0.2124789101651436,14366,0.04505227770216449,284679,0.10777401915842054,0.09200186877149352,0.2691698369040217,0.10809016471183333,0.32820826263967484,0.07284696096304961,0.021908886851506437,990,0.13321249145430486,360420,0.352170256,0.0665646518745218,0.0028054067839836778,0.08263198163733741,0.24139250191277736
148,서울서대문경찰서,2019,0,8,322,1136,627,0.5519366197183099,319394,87.6,0.06326355535795912,0.08301971859208376,0.1976586911463584,0.141508606924363,0.14596078824273467,0.14937350106764685,0.2190961633593618,16319,0.05109363356857048,284679,0.10777401915842054,0.09200186877149352,0.2691698369040217,0.10809016471183333,0.32820826263967484,0.07284696096304961,0.021908886851506437,991,0.16096107002636242,399249,0.36109146,0.06998805586181552,0.0032616685042263873,0.1046949650863653,0.21740628445424476
149,서울서대문경찰서,2019,1,8,322,1411,569,0.4032600992204111,319394,87.6,0.06326355535795912,0.08301971859208376,0.1976586911463584,0.141508606924363,0.14596078824273467,0.14937350106764685,0.2190961633593618,16319,0.05109363356857048,284679,0.10777401915842054,0.09200186877149352,0.2691698369040217,0.10809016471183333,0.32820826263967484,0.07284696096304961,0.021908886851506437,991,0.15528782632109558,399249,0.36109146,0.06724697047277692,0.0033160217492014727,0.09855411698729671,0.214858703337966
150,서울서부경찰서,2017,0,4,221,742,384,0.5175202156334232,233121,93.9,0.07469281040144303,0.09234669474930454,0.1306057141876661,0.15257923443354646,0.16933230096752122,0.15992089961672346,0.22046658073150696,2796,0.0119937714748993,448553,0.11436775587277312,0.09530646322731093,0.3238502473509262,0.12384043803073437,0.27290420530015397,0.045767166867683416,0.0239637233504179,1054,0.19588968818767932,204448,0.12952221349999998,0.0952170716409455,0.001987332482599413,0.09291917475385958,0.2806315867064768
151,서울서부경찰서,2017,1,4,221,795,425,0.5345911949685535,233121,93.9,0.07469281040144303,0.09234669474930454,0.1306057141876661,0.15257923443354646,0.16933230096752122,0.15992089961672346,0.22046658073150696,2796,0.0119937714748993,448553,0.11436775587277312,0.09530646322731093,0.3238502473509262,0.12384043803073437,0.27290420530015397,0.045767166867683416,0.0239637233504179,1054,0.06521077037246753,204448,0.12952221349999998,0.09386025446815438,0.0015892170771394376,0.09527987432849727,0.29205432425624167
152,서울서부경찰서,2018,0,4,221,751,362,0.4820239680426098,231276,93.5,0.07095634652968748,0.08846789117764056,0.13272453691693042,0.15034201560040816,0.16507981805288918,0.1614110413531884,0.2309621404728549,2985,0.012906656981269131,448553,0.11436775587277312,0.09530646322731093,0.3238502473509262,0.12384043803073437,0.27290420530015397,0.045767166867683416,0.0239637233504179,1046,0.2091829675366229,189132,0.13479800150000001,0.09210963849698352,0.0022326730321599922,0.0960999477459503,0.2608902189919719
153,서울서부경찰서,2018,1,4,221,671,338,0.503725782414307,231276,93.5,0.07095634652968748,0.08846789117764056,0.13272453691693042,0.15034201560040816,0.16507981805288918,0.1614110413531884,0.2309621404728549,2985,0.012906656981269131,448553,0.11436775587277312,0.09530646322731093,0.3238502473509262,0.12384043803073437,0.27290420530015397,0.045767166867683416,0.0239637233504179,1046,0.19671301821200646,189132,0.13479800150000001,0.08940397350993377,0.0019315673289183224,0.09437086092715231,0.28200883002207505
154,서울서부경찰서,2019,0,4,221,571,387,0.6777583187390543,230765,92.7,0.06764674019023682,0.08505189261803132,0.1349879747795376,0.1475353714818105,0.161527961345958,0.16190063484497216,0.24128442354776505,3195,0.013845253829653544,448553,0.11436775587277312,0.09530646322731093,0.3238502473509262,0.12384043803073437,0.27290420530015397,0.045767166867683416,0.0239637233504179,1044,0.2445041492427361,197466,0.142825464,0.09372297328053165,0.0017297100459738723,0.09513405252856298,0.26701260867586146
155,서울서부경찰서,2019,1,4,221,756,401,0.5304232804232805,230765,92.7,0.06764674019023682,0.08505189261803132,0.1349879747795376,0.1475353714818105,0.161527961345958,0.16190063484497216,0.24128442354776505,3195,0.013845253829653544,448553,0.11436775587277312,0.09530646322731093,0.3238502473509262,0.12384043803073437,0.27290420530015397,0.045767166867683416,0.0239637233504179,1044,0.2358069897948129,197466,0.142825464,0.08944142707658578,0.0018934675369973591,0.09178334745129305,0.24849270018436395
156,서울서초경찰서,2017,0,7,339,2015,820,0.40694789081885857,207275,91.6,0.0902496683150404,0.1049885417923049,0.12963936798938608,0.16366421420817753,0.18475214087564829,0.14554818477867568,0.1810758653962128,3269,0.0157713182969485,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,611,0.0678132915209263,840309,0.1276484925,0.07424878639062626,0.0016572095489664207,0.16406362244120487,0.22328700398065848
157,서울서초경찰서,2017,1,7,339,1745,848,0.4859598853868195,207275,91.6,0.0902496683150404,0.1049885417923049,0.12963936798938608,0.16366421420817753,0.18475214087564829,0.14554818477867568,0.1810758653962128,3269,0.0157713182969485,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,611,0.02255457725244241,840309,0.1276484925,0.07124701882094087,0.001704314312405586,0.16413869611488963,0.22580568540433887
158,서울서초경찰서,2018,0,7,339,2022,874,0.4322453016815033,204745,91.9,0.08677846399554569,0.10425137548810597,0.12963654878861808,0.15974954272499273,0.18360843095452647,0.14677734064973344,0.18912747777118424,3571,0.017441207355490974,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,603,0.07198710591223229,937801,0.1323431005,0.08281398542304848,0.0014154431182000634,0.16795183268194783,0.22560473222773847
159,서울서초경찰서,2018,1,7,339,1762,754,0.4279228149829739,204745,91.9,0.08677846399554569,0.10425137548810597,0.12963654878861808,0.15974954272499273,0.18360843095452647,0.14677734064973344,0.18912747777118424,3571,0.017441207355490974,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,603,0.06881730933600333,937801,0.1323431005,0.07761006289308175,0.0016352201257861635,0.15081761006289307,0.24138364779874213
160,서울서초경찰서,2019,0,7,339,1759,1050,0.5969300739056282,202480,92.1,0.0844206835242987,0.10297313314895297,0.12920041485578826,0.15623271434215724,0.18194883445278545,0.14866406558672465,0.19647372580007905,3967,0.019592058474911103,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,597,0.08545535361517187,1005486,0.137301531,0.08076422888616891,0.0013196144430844554,0.16952264381884946,0.2426751835985312
161,서울서초경찰서,2019,1,7,339,2169,969,0.4467496542185339,202480,92.1,0.0844206835242987,0.10297313314895297,0.12920041485578826,0.15623271434215724,0.18194883445278545,0.14866406558672465,0.19647372580007905,3967,0.019592058474911103,389692,0.08199809079991377,0.0548433121542141,0.164298984839309,0.07695821315295158,0.4386618149718239,0.1693285979696786,0.01391098611210905,597,0.08266495456341368,1005486,0.137301531,0.08858129925260234,0.0013547993767922867,0.16228238535010273,0.24840246573486577
162,서울성동경찰서,2017,0,9,320,1369,644,0.4704163623082542,302367,97.2,0.07610288159752883,0.07698922170739532,0.1635132140742872,0.17239315136903166,0.1599744681132531,0.15790413636408734,0.1930501675116663,10436,0.034514348457338265,270022,0.10768011495359638,0.09608106006177276,0.27218522935168243,0.11305375117583012,0.31343001681344484,0.07641599573368096,0.02115383190999252,944,0.13677418501357622,546315,0.322982548,0.0848828618375137,0.0029988382977990113,0.12274335213919585,0.2634854532070676
163,서울성동경찰서,2017,1,9,320,1405,677,0.4818505338078292,302367,97.2,0.07610288159752883,0.07698922170739532,0.1635132140742872,0.17239315136903166,0.1599744681132531,0.15790413636408734,0.1930501675116663,10436,0.034514348457338265,270022,0.10768011495359638,0.09608106006177276,0.27218522935168243,0.11305375117583012,0.31343001681344484,0.07641599573368096,0.02115383190999252,944,0.04534224965025945,546315,0.322982548,0.08399638072432936,0.0027245580043882,0.12437144084310603,0.2712639793207927
164,서울성동경찰서,2018,0,9,320,1228,597,0.4861563517915309,306796,96.4,0.07422847755511806,0.07346575574648953,0.16523031591024656,0.1726684832918291,0.15613632511506018,0.15879607296053402,0.19941263901745784,11307,0.03685510893231985,270022,0.10768011495359638,0.09608106006177276,0.27218522935168243,0.11305375117583012,0.31343001681344484,0.07641599573368096,0.02115383190999252,958,0.14107419914210095,563388,0.328372176,0.0844720868343151,0.0034386867206889333,0.12421134467601591,0.24594085458840415
165,서울성동경찰서,2018,1,9,320,1147,554,0.4829991281604185,306796,96.4,0.07422847755511806,0.07346575574648953,0.16523031591024656,0.1726684832918291,0.15613632511506018,0.15879607296053402,0.19941263901745784,11307,0.03685510893231985,270022,0.10768011495359638,0.09608106006177276,0.27218522935168243,0.11305375117583012,0.31343001681344484,0.07641599573368096,0.02115383190999252,958,0.13470188659565313,563388,0.328372176,0.0811342402884773,0.004425504015735125,0.11981642353712506,0.2525815440091788
166,서울성동경찰서,2019,0,9,320,1092,613,0.5613553113553114,299688,95.8,0.07290915885854622,0.06979258428765918,0.16527855636528654,0.1705206748351619,0.15308587597768344,0.15925228904727584,0.20908411414537784,11774,0.03928752569338779,270022,0.10768011495359638,0.09608106006177276,0.27218522935168243,0.11305375117583012,0.31343001681344484,0.07641599573368096,0.02115383190999252,936,0.16538533408077735,582273,0.33793272,0.07893919281498009,0.003558618352303217,0.12754540062699465,0.25065664981500835
167,서울성동경찰서,2019,1,9,320,1192,556,0.4664429530201342,299688,95.8,0.07290915885854622,0.06979258428765918,0.16527855636528654,0.1705206748351619,0.15308587597768344,0.15925228904727584,0.20908411414537784,11774,0.03928752569338779,270022,0.10768011495359638,0.09608106006177276,0.27218522935168243,0.11305375117583012,0.31343001681344484,0.07641599573368096,0.02115383190999252,936,0.15992298657270226,582273,0.33793272,0.07968705637401811,0.0037225149058329916,0.12830057730527777,0.25502381778605004
168,서울성북경찰서,2017,0,6,252,899,439,0.4883203559510567,222708,93.4,0.07427646452649989,0.09727064750559587,0.16865992990837803,0.14295143651903722,0.1648769579966638,0.14790634394286706,0.2040065825956351,6595,0.029612766492447512,434577,0.12043895558209478,0.09975217280251833,0.2789056945029305,0.1084917057276386,0.30561672614979624,0.06472270736831448,0.022072037866707167,883,0.16280510803383802,195417,0.1567961475,0.0854745166000157,0.0022652686577657732,0.10591936529706913,0.2709910497369492
169,서울성북경찰서,2017,1,6,252,900,409,0.4544444444444444,222708,93.4,0.07427646452649989,0.09727064750559587,0.16865992990837803,0.14295143651903722,0.1648769579966638,0.14790634394286706,0.2040065825956351,6595,0.029612766492447512,434577,0.12043895558209478,0.09975217280251833,0.2789056945029305,0.1084917057276386,0.30561672614979624,0.06472270736831448,0.022072037866707167,883,0.054115703073082236,195417,0.1567961475,0.08377819677866682,0.002053407504035931,0.10602492573522682,0.2782676983188139
